Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary,salary_min,salary_max,salary_avg,salary_type,salary_standardized,state,standardized_title,education_level,experience_level,job_level
CPU Research Scientist - Platform Architecture,Apple,"Santa Clara, CA","Computer science, Research, C++, C, Machine learning","b.s., phd, degree, education",3+ years,,$143K - $264K (Employer est.),143000.0,264000.0,203500.0,yearly,203500.0,CA,Research Scientist,4,2,
Computer Vision Architect,Apple,"Sunnyvale, CA","Computer vision, Leadership",education,10 years,,$176K - $312K (Employer est.),176000.0,312000.0,244000.0,yearly,244000.0,CA,Software/Systems Architect,,4,
Generative AI Research Scientist,CENTRIC SOFTWARE INC,Remote,"Computer science, Research, Machine learning, Organizational skills, AI","ph.d, education",,,$158K - $250K (Employer est.),158000.0,250000.0,204000.0,yearly,204000.0,Remote,Research Scientist,4,,
Computer Scientist - Intermediate,Veteran Enterprise Technology Services,"Fort Huachuca, AZ","Web accessibility, Computer science, Software troubleshooting, Calculus, Analysis skills","bachelor, certification, master, degree",2 years,,$65K - $116K (Glassdoor est.),65000.0,116000.0,90500.0,yearly,90500.0,AZ,Computer Scientist,3,1,
Applied AI Research Scientist - Reinforcement Learning,Meta,"Menlo Park, CA","TensorFlow, Computer science, Java, C++, Machine learning","ph.d, bachelor, degree",,,$147K - $208K (Employer est.),147000.0,208000.0,177500.0,yearly,177500.0,CA,Research Scientist,4,,
Machine Learning Research Engineer,"Apira Technologies, Inc",United States,"Computer vision, Google Cloud Platform, Research, AWS, Machine learning","bachelor, phd, degree, master",,,$120K - $180K (Employer est.),120000.0,180000.0,150000.0,yearly,150000.0,United States,Data Scientist,4,,
Applied Researcher I,Capital One,"New York, NY","Research, AWS, SSL, Machine learning, Deep learning","m.s., associate, education, phd, degree, master","for years, 5 years, 2 years, multiple years",,,,,,unknown,,NY,Researcher,4,2,
"Research Scientist, Google Research",Google,"Atlanta, GA","Computer science, Data mining, Data structures, R, Research","phd, degree, education",2 years,,,,,,unknown,,GA,Research Scientist,4,1,
AI Research Scientist (Robotics),Meta,"Menlo Park, CA","TensorFlow, Computer science, Research, Machine learning, Deep learning","bachelor, phd, degree","2+ years, 5+ years",,$177K - $251K (Employer est.),177000.0,251000.0,214000.0,yearly,214000.0,CA,Research Scientist,4,2,
AI / ML Research Scientist,Natcast,Remote,"TensorFlow, Management, Node.js, Patent law, Research","ph.d, master",5 years,,,,,,unknown,,Remote,Research Scientist,4,2,
Algorithm Developer/Chemotrician,"Alakai Defense Systems, Inc.","Largo, FL","Microsoft Excel, C#, English, Spectroscopy, Analysis skills","associate, degree, education","10 years, 3 years, 20 years",,$100K - $200K (Employer est.),100000.0,200000.0,150000.0,yearly,150000.0,FL,Other Engineering,1,4,
Ops Research Scientist II,Fedex,"Moon, PA","Bilingual, TensorFlow, Operations research, Power BI, D3.js","associate, degree, education","10 years, 3 years, 20 years",,$8K (Employer est.),8000.0,8000.0,8000.0,yearly,8000.0,PA,Research Scientist,1,4,
Computer Scientist,Washington State University,"Pullman, WA","Data modeling, Microsoft Excel, R, Data analysis skills, Research","bachelor, associate, education, certification, doctor, degree, master","(7) years, (3) years",,$66K - $119K (Glassdoor est.),66000.0,119000.0,92500.0,yearly,92500.0,WA,Computer Scientist,3,3,
Applied Scientist- TikTok E-Commerce Recommendation,TikTok,"Seattle, WA","TensorFlow, Computer science, Data mining, Research, Machine learning",phd,3+ years,,$138K - $238K (Employer est.),138000.0,238000.0,188000.0,yearly,188000.0,WA,Scientist,4,2,
RESEARCH SCIENTIST/ENGINEER ASSISTANT,University of Washington,"Seattle, WA","Laboratory procedures, Laboratory experience, Machine learning, Python","bachelor, certification, degree, education",,,$4K (Employer est.),4000.0,4000.0,4000.0,yearly,4000.0,WA,Research Scientist,2,,
Lead Research Scientist,Humana,Remote,"Big data, Spark, R, Data analysis skills, Analysis skills","associate, education, certification, degree, master",5-7 years,,$126K - $174K (Employer est.),126000.0,174000.0,150000.0,yearly,150000.0,Remote,Research Scientist,3,3,
AIML - Senior Research Scientist/Engineer - Special Projects,Apple,"Santa Clara, CA","TensorFlow, Computer vision, Machine learning, AI, Robotics","bachelor, education, phd, degree, master",,Senior level,$176K - $312K (Employer est.),176000.0,312000.0,244000.0,yearly,244000.0,CA,Research Scientist,4,,3
"Research Scientist, AI & Machine Learning (PhD)",Oracle,United States,"Oracle, Research, Java, Analysis skills, Machine learning","ph.d, phd, degree, graduate",,,,,,,unknown,,United States,Research Scientist,4,,
Critical Infrastructure Protection Staff – AI/ML Decision Science,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","TensorFlow, MATLAB, Rust, Writing skills, C#","bachelor, education",8+ years,,$90K - $350K (Employer est.),90000.0,350000.0,220000.0,yearly,220000.0,MD,DevOps/SRE,2,3,
Applied Scientist II,Amazon.com Services LLC,"Palo Alto, CA","Data mining, Data structures, Java, C++, Distributed systems","phd, degree, master","4+ years, 3+ years",,$136K - $223K (Employer est.),136000.0,223000.0,179500.0,yearly,179500.0,CA,Scientist,4,2,
"Research Perception Scientist, Computer Vision and Machine Learning",Bright Machines,"San Francisco, CA","Computer science, Statistical analysis, C++, C, Machine learning",phd,1-5 years,,$190K - $230K (Employer est.),190000.0,230000.0,210000.0,yearly,210000.0,CA,Data Scientist,4,2,
Research Scientist - Salesforce AI Research,Salesforce,"Palo Alto, CA","TensorFlow, Multilingual, Salesforce, Research, C++","ph.d, degree, master",,,$137K - $335K (Employer est.),137000.0,335000.0,236000.0,yearly,236000.0,CA,Research Scientist,4,,
"Research Scientist, Image Processing & Computer Vision","DigitalFish, Inc","San Francisco, CA","Computer vision, C++, Machine learning, Unity, Computer skills","phd, degree",,,$110K - $150K (Employer est.),110000.0,150000.0,130000.0,yearly,130000.0,CA,Research Scientist,4,,
Research Scientist,New York University,"Brooklyn, NY",Communication skills,"phd, master",,,$90K (Employer est.),90000.0,90000.0,90000.0,yearly,90000.0,NY,Research Scientist,4,,
Computer Scientist,US Department of the Air Force - Agency Wide,Anacostia,"Computer science, Calculus, Analysis skills, Software development, Computer skills","bachelor, education, degree, certification, certificate","three years, tax years",,$74K - $160K (Employer est.),74000.0,160000.0,117000.0,yearly,117000.0,,Computer Scientist,2,,
Research Security Analyst,Stony Brook University,"Stony Brook, NY","Microsoft Powerpoint, Search engines, Data mining, Research","bachelor, education, degree, certification, certificate","three years, tax years",,$90K - $100K (Employer est.),90000.0,100000.0,95000.0,yearly,95000.0,NY,Other,2,,
"Applied Scientist, Artificial General Intelligence",Amazon.com Services LLC,"Boston, MA","Computer vision, Research, Java, C++, Machine learning","phd, degree, master",5+ years,,$150K (Employer est.),150000.0,150000.0,150000.0,yearly,150000.0,MA,Scientist,4,2,
Research Scientist - AI & Computer Vision - Aerospace Research,GE Aerospace,"Niskayuna, NY","Writing skills, Filing, Machine learning, GitHub, AI","ph.d, education, phd, doctor, master",4 years,,$80K - $150K (Employer est.),80000.0,150000.0,115000.0,yearly,115000.0,NY,Research Scientist,4,2,
Research Scientist - College of Engineering - Department of Electrical and Computer Engineering,Carnegie Mellon University,"Pittsburgh, PA","Research, Analysis skills, Project management, Communication skills","bachelor, degree, education, master",5-8 years,,$80K - $134K (Glassdoor est.),80000.0,134000.0,107000.0,yearly,107000.0,PA,Research Scientist,3,3,
Real-Time Computer Vision Architect,Apple,"Sunnyvale, CA","Operating systems, Signal processing, Computer vision, Translation, Leadership","bachelor, degree, education, master",5-8 years,,$176K - $312K (Employer est.),176000.0,312000.0,244000.0,yearly,244000.0,CA,Software/Systems Architect,3,3,
Cryptologic Computer Scientist,HII,"Fort Meade, MD","Computer science, Operating systems, Data structures, Software development, Data science","bachelor, diploma, master","0 years, 6 years, 2 years",,$92K - $151K (Glassdoor est.),92000.0,151000.0,121500.0,yearly,121500.0,MD,Computer Scientist,3,3,
Computer Scientist/Systems Analyst,Objectstream,"Washington, DC","Microsoft Powerpoint, Computer science, Microsoft Excel, Microsoft Office, C","bachelor, certification, degree",(3) years,,$92K - $134K (Glassdoor est.),92000.0,134000.0,113000.0,yearly,113000.0,DC,Computer Scientist,2,2,
Sr. Computer Vision Engineer w/ ML,OpenSpace,Remote,"TensorFlow, Image processing, Computer vision, Git, Google Cloud Platform","ph.d, m.s., certification",5+ years,Senior level,$152K - $240K (Employer est.),152000.0,240000.0,196000.0,yearly,196000.0,Remote,Other Engineering,4,2,3
AI Scientist,GE HEALTHCARE,"Bellevue, WA","TensorFlow, Spark, C++, SSL, Machine learning","ph.d, m.s., certification",5+ years,,$156K - $235K (Employer est.),156000.0,235000.0,195500.0,yearly,195500.0,WA,Scientist,4,2,
Intermediate Computer Scientist,"ECS Federal, LLC","Washington, DC","NoSQL, Git, SQL, Machine learning, Data analytics","associate, degree, bachelor","4 years, 3 years, 2 years",,$130K - $160K (Employer est.),130000.0,160000.0,145000.0,yearly,145000.0,DC,Computer Scientist,2,2,
"Research Scientist, Large Recommender Models-TikTok Recommendation",TikTok,"San Jose, CA","Data structures, Machine learning, Deep learning, Natural language processing, AI","ph.d, degree",,,$145K - $355K (Employer est.),145000.0,355000.0,250000.0,yearly,250000.0,CA,Research Scientist,4,,
Senior Research Scientist - Software Defined Radio,Peraton,"College Park, MD","Machine learning, 4G/LTE",ph.d,"6 years, 3 years, 8 years, 3+ years",Senior level,$146K - $234K (Employer est.),146000.0,234000.0,190000.0,yearly,190000.0,MD,Research Scientist,4,3,3
Senior C/C++ Software Scientist with remote sensing expertise,General Dynamics Information Technology,"Chantilly, VA","AWS, C++, C, Machine learning, Cloud development","master, phd, certification, degree, doctor","10 years, 12 years, + years",Senior level,$159K - $215K (Employer est.),159000.0,215000.0,187000.0,yearly,187000.0,VA,Scientist,4,4,3
Senior Computer Scientist/Systems Analyst,Objectstream,"Washington, DC","Microsoft Powerpoint, Computer science, Microsoft Excel, Microsoft Office, C","bachelor, certification, degree",(8) years,Senior level,$124K - $170K (Glassdoor est.),124000.0,170000.0,147000.0,yearly,147000.0,DC,Computer Scientist,2,3,3
Sr. AI Research Scientist,"EDDA TECHNOLOGY, INC.","Princeton, NJ","TensorFlow, Anatomy knowledge, Sonography, Analysis skills, C++","phd, doctor, education, doctorate","5 years, 5+ years",Senior level,$180K (Employer est.),180000.0,180000.0,180000.0,yearly,180000.0,NJ,Research Scientist,4,2,3
Energy Research Scientist - AI Trainer,DataAnnotation,"Hempstead, NY","Bilingual, English, AI","phd, master",,,$40.00 Per Hour (Employer est.),40.0,40.0,40.0,hourly,83200.0,NY,Research Scientist,4,,
Ingeniero de Inteligencia Artificial,Equity Solar,Puerto Rico,"TensorFlow, Spanish, English, AWS, Machine learning","phd, master",,,$80K (Employer est.),80000.0,80000.0,80000.0,yearly,80000.0,,Other,4,,
Applied Researcher II,Capital One,"New York, NY","Data structures, Research, AWS, SSL, Machine learning","m.s., associate, education, phd, master","for years, multiple years, 5 years, 4 years, 2 years",,,,,,unknown,,NY,Researcher,4,2,
"Computer Vision Engineer, Sr Staff",Lockheed Martin,"Roxborough Park, CO","Computer science, MATLAB, Computer vision, C++, AI","phd, associate, education, master",5 years,,$151K - $266K (Employer est.),151000.0,266000.0,208500.0,yearly,208500.0,CO,Other Engineering,4,2,
"Sr. Applied Scientist - Computer Vision, Amazon Robotics",Amazon.com Services LLC,"Seattle, WA","Statistics, Computer vision, Writing skills, Data analysis skills, Research","phd, degree, master",6+ years,Senior level,$150K - $260K (Employer est.),150000.0,260000.0,205000.0,yearly,205000.0,WA,Scientist,4,3,3
Applied AI Engineer – Computer Vision,Kodiak,"San Francisco, CA","TensorFlow, Deep learning, AI, Python","phd, education",2-3 years,,$150K - $250K (Employer est.),150000.0,250000.0,200000.0,yearly,200000.0,CA,Other Engineering,4,2,
AI/ML Remote Sensing Scientist,The Aerospace Corporation,"Chantilly, VA","Computer science, Image processing, Signal processing, Analysis skills, Natural language processing","phd, education",2-3 years,,$110K - $194K (Employer est.),110000.0,194000.0,152000.0,yearly,152000.0,VA,Scientist,4,2,
Cryptanalytic Computer Scientist,GliaCell Technologies,"Annapolis Junction, MD","Microsoft Excel, DevOps, C++, Machine learning, Software development","certification, education",5+ years,,$115K - $190K (Employer est.),115000.0,190000.0,152500.0,yearly,152500.0,MD,Computer Scientist,,2,
Computer Scientist / Mathematician in Formal Methods,Axiomatic AI,"Cambridge, MA","Machine learning, AI, Communication skills, Python",b.s.,,,$97K - $164K (Glassdoor est.),97000.0,164000.0,130500.0,yearly,130500.0,MA,Computer Scientist,2,,
Computer Scientist II,The University of Alabama in Huntsville,Alabama,"Microsoft Office, Analysis skills",b.s.,,,$32.28 - $43.08 Per Hour (Employer est.),32.28,43.08,37.68,hourly,78374.40000000001,AL,Computer Scientist,2,,
Research Scientist – Sustainable and Resilient Power Systems,Siemens,"Princeton, NJ","MATLAB, English, Research, Application development, C++","graduate, degree, master",3 years,,$91K - $155K (Employer est.),91000.0,155000.0,123000.0,yearly,123000.0,NJ,Research Scientist,3,2,
"Lead Applied Scientist, Computer Vision",SafelyYou,Remote,"Alzheimer's care, TensorFlow, Image processing, Assisted living, Computer vision","associate, education, graduate, degree, doctor",8+ years,,,,,,unknown,,Remote,Scientist,1,3,
"Applied Scientist, Amazon Braket","Amazon Development Center U.S., Inc.","New York, NY","Computer science, Java, AWS, C++, C","associate, education, graduate, degree, doctor",8+ years,,$136K - $222K (Employer est.),136000.0,222000.0,179000.0,yearly,179000.0,NY,Scientist,1,3,
Lead Inventive Scientist,AT&T,"Plano, TX","5G, R, Laboratory experience, Machine learning, Software development","associate, education, graduate, degree, doctor",8+ years,,$172K - $257K (Employer est.),172000.0,257000.0,214500.0,yearly,214500.0,TX,Scientist,1,3,
"Early Career Computer Science - Astrodynamics / Algorithm Development, Onsite",Sandia National Laboratories,"Albuquerque, NM","MATLAB, Data analysis skills, Git, Windows, DoD experience","bachelor, associate, education, diploma, graduate, degree","(8) years, (4) years",,$99K - $194K (Employer est.),99000.0,194000.0,146500.0,yearly,146500.0,NM,Other,2,3,
"Fundamental AI Research Scientist, Core ML - FAIR",Meta,"New York, NY","Computer science, Research, Machine learning, Natural language processing, AI","bachelor, phd, degree, doctor",2+ years,,$147K - $208K (Employer est.),147000.0,208000.0,177500.0,yearly,177500.0,NY,Research Scientist,4,1,
Cryptanalytic Computer Scientist,Fuse Engineering LLC,"Fort Meade, MD","Computer science, Calculus","bachelor, associate, master, degree, doctor","5 years, 3 years, 2 years, 7 years",,$65K - $111K (Glassdoor est.),65000.0,111000.0,88000.0,yearly,88000.0,MD,Computer Scientist,3,3,
Cryptanalytic Computer Scientist,Synergy ECP,"Columbia, MD","Computer science, Calculus","bachelor, associate, master, education, certification, degree, doctor","2 years, 5 years, 3 years, 7 years",,$100K - $180K (Employer est.),100000.0,180000.0,140000.0,yearly,140000.0,MD,Computer Scientist,3,3,
