Job Title,Company,Location,Skills,Education,Experience,Job Level,Salary
Sr Data Analyst,BEHAVIORAL HEALTH SERVICES LLC,"Henderson, NV","Statistical software, Big data, Data analysis skills, Microsoft Office, Statistical analysis","degree, bachelor","5-8 years, twenty years",N/A,N/A
Conversational AI Developer,Vagaro,"Pleasanton, CA","TensorFlow, Management, Analysis skills, Sentiment analytics, Machine learning",master,3+ years,N/A,$90K - $120K (Employer est.)
"Senior Data Scientist, Enterprise Data Delivery",PenFed Credit Union,"McLean, VA","SAS, R, Data analysis skills, SQL, Statistical analysis","degree, master, education, ph.d","1+ years, (4) years",N/A,N/A
SME Data Scientist,Quick Services LLC,"Hampton, VA","Data mining, Writing skills, Machine learning, Signals intelligence, AI","degree, master, education",N/A,N/A,$84K - $114K (Glassdoor est.)
Data Scientist- Laundry Appliances,Midea,"Louisville, KY","Computer science, Power BI, Data mining, Social media management, Survey design","master, degree, bachelor",1-2 years,N/A,$32K - $52K (Glassdoor est.)
Data Scientist,Berkley,"Houston, TX","Oracle, Data mining, Management, R, Data analysis skills","graduate, undergraduate, education, degree, bachelor",1-5 years,N/A,$80K - $125K (Glassdoor est.)
Junior Statistician - Urology,UCLA Health,"Los Angeles, CA","Statistical software, Statistics, SAS, R, Microsoft Office","education, degree, bachelor",1-2 years,N/A,$32.95 - $67.53 Per Hour (Employer est.)
Data Scientist – Predictive Modeling (Property Insurance),Kingstone Insurance Company,Remote,"Data mining, R, Microsoft Office, SQL, C","degree, bachelor","2+ years, 4+ years",N/A,$90K - $120K (Employer est.)
"Data Scientist, Trust & Safety",Bumble Inc.,"New York, NY","CI/CD, Performance tuning, Git, SQL, Presentation skills","degree, bachelor","2+ years, 4+ years",N/A,$135K - $188K (Employer est.)
Associate Data Scientist,FM,"Johnston, RI","R, SQL, Statistical analysis, Analysis skills, Machine learning","associate, education, master, degree",three years,N/A,$91K - $130K (Employer est.)
Senior Data Scientist,"Upstart Network, Inc.",Remote,"Pricing, Data analysis skills, SQL, Machine learning, A/B testing","education, degree",2+ years,N/A,$150K - $207K (Employer est.)
Senior Data Scientist- Commercial Analytics.,Luminant Energy Company LLC,"Irving, TX","Computer science, Spark, Google Cloud Platform, SQL, AWS",education,5+ years,N/A,$119K - $156K (Glassdoor est.)
Associate Data Science Analyst - AI&I Department,Mayo Clinic,"Jacksonville, FL","Data mining, Customer service, Analysis skills, Supervising experience, Machine learning","education, degree, bachelor",N/A,N/A,$75K - $112K (Employer est.)
Data Scientist III,Black Eagle Defense,"Fort Meade, MD","Computer science, Data mining, CSS, Data structures, Statistical analysis","certificate, associate, degree, bachelor","10 years, 12 years",N/A,$180K - $195K (Employer est.)
Associate Data Scientist,Health Intelligence company LLC,United States,"Power BI, R, Tableau, SQL, Machine learning",associate,N/A,N/A,$90K - $125K (Employer est.)
Data Scientist,Home Depot / THD,"Atlanta, GA","Microsoft Powerpoint, Statistics, Microsoft Excel, Data mining, Business intelligence","master, certification, education, degree, bachelor","eighteen years, preferred years, minimum years, additional years, 4+ years",N/A,$103K - $142K (Glassdoor est.)
Data Scientist,Colgate-Palmolive,"New York, NY","CI/CD, Computer science, R, SQL, Analysis skills","phd, master, degree, bachelor","3+ years, 0-2 years, 3-5 years",N/A,$81K - $128K (Employer est.)
Data Scientist,Leidos,"Aurora, CO","Statistics, Computer science, Microsoft Excel, Microsoft Access, Data structures","education, degree, bachelor","additional years, 8+ years",N/A,$105K - $189K (Employer est.)
Data Scientist,Sky Consulting,United States,"R, AWS, C, Machine learning, Data science",N/A,"15 years, many years",N/A,$55.00 - $65.00 Per Hour (Employer est.)
Data Scientist,Point72,"New York, NY","C#, Microsoft SQL Server, Java, SQL, Analysis skills",N/A,"15 years, many years",N/A,$125K - $250K (Employer est.)
Critical Infrastructure Protection Staff – AI/ML Decision Science,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD","TensorFlow, MATLAB, Rust, Writing skills, C#","education, bachelor",8+ years,N/A,$90K - $350K (Employer est.)
Data Scientist/ Engineer,Nyla Technology Solutions,"Annapolis Junction, MD","Power BI, Relational databases, Spark, Tableau, Databases","certification, education, degree, bachelor",N/A,N/A,$105K - $148K (Glassdoor est.)
Data Scientist,Prospect 33,United States,"Statistics, Laboratory experience, SQL, Machine learning, Financial services","master, education, degree, bachelor, phd",N/A,N/A,$70K - $80K (Employer est.)
Principal Data Science,Discover Financial Services,"Riverwoods, IL","Statistics, Customer segmentation, Statistical analysis, Machine learning, Leadership","master, education, degree, bachelor, phd",N/A,N/A,$130K - $182K (Employer est.)
Data Scientist II (REMOTE),The Hanover Insurance Group,"Worcester, MA","Azure, Data mining, Management, Data structures, R","master, education, degree, bachelor, ph.d","170 years, 4+ years",N/A,$90K - $139K (Glassdoor est.)
FBI Special Agent: Data Science & Intelligence Expertise,Federal Bureau of Investigation,United States,"Internet of things, Big data, Predictive analytics, Data science","master, associate, education, degree",N/A,N/A,$99K - $128K (Employer est.)
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,"Data mining, R, Analysis skills, Machine learning, Intelligence analysis","master, associate, education, degree",N/A,N/A,$99K - $128K (Employer est.)
Integrative Data Scientist in Research,Vertex Pharmaceuticals,"Boston, MA","Statistics, R, Databases, SQL, Machine learning",phd,4-7 years,N/A,$99K - $146K (Glassdoor est.)
Senior Machine Learning Engineer,ASML,"San Diego, CA","TensorFlow, Computer vision, Customer service, Analysis skills, Machine learning","phd, education, certification",5 years,N/A,$144K - $240K (Employer est.)
Data Scientist Lead – Financial Services,The Alacer Group,Remote,"TensorFlow, Power BI, Data modeling, Data analysis skills, Google Cloud Platform","education, master, ph.d","4 years, 3 years, 2 years, 2+ years, 4+ years",N/A,$140K - $158K (Employer est.)
Senior Data Analyst,US Renal Care,"Plano, TX","Microsoft Powerpoint, Power BI, Microsoft Excel, Microsoft Outlook, Dialysis","master, degree",(4+) years,N/A,N/A
Senior Principal Product Operations Manager Applied Gen AI,Novartis,"Cambridge, MA","Cloud infrastructure, Management, Incident management, DevOps, Scientific research","master, degree",(4+) years,N/A,$114K - $212K (Employer est.)
"Data Scientist - Tiktok Ads, Ads Measurement",TikTok,"Mountain View, CA","R, Apache Hive, SQL, Analysis skills, Scripting",degree,3+ years,N/A,$153K - $296K (Employer est.)
Senior Machine Learning Scientist,Novateur Research Solutions,"Ashburn, VA","Data mining, R, SQL, Machine learning, Natural language processing",degree,3+ years,N/A,N/A
Data Scientist (L5) - Cloud Games Quality of Experience,Netflix,Remote,"R, Host/hostess experience, SQL, Python, Analytics",N/A,N/A,N/A,$170K - $720K (Employer est.)
Data Scientist (III or IV),Donegal Insurance Group,"Marietta, PA","TensorFlow, Data mining, Software deployment, Git, Microsoft Office","master, certification, education, degree, bachelor","5 years, 3 years",N/A,$100K - $140K (Employer est.)
Data Scientist GDV2342,Sabree Software Services,"Tysons Corner, VA","Management, AWS, Analysis skills, Splunk, SDKs",degree,20 years,N/A,N/A
Data Analytics Engineer,Sabre Systems Inc.,"Lexington Park, MD","Power BI, Military, R, Git, Tableau","certification, master, degree, bachelor","35 years, (3) years",N/A,$88K - $121K (Glassdoor est.)
Law Expertise Sought for AI Training - AI Trainer,Outlier Ai,"Worcester, MA",English,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist - (python experience required),Premier Inc.,Remote,"Statistics, Machine learning, Software development, Agile, Data science","phd, degree, bachelor",N/A,N/A,$64K - $118K (Employer est.)
Intermediate Data Scientist,New Light Technologies In,Remote,"Power BI, Relational databases, Big data, Spark, R","degree, bachelor",3-5 years,N/A,N/A
Data Scientist,QVine Corporation,"Washington, DC","Microsoft Powerpoint, MATLAB, Microsoft Excel, Microsoft Access, SAS",N/A,N/A,N/A,$99K - $152K (Glassdoor est.)
Data Scientist/Gen AI,Rackera Inc,"Lorain, OH","TensorFlow, Data mining, SAS, Big data, Spark","master, degree, bachelor",N/A,N/A,$60.00 - $95.00 Per Hour (Employer est.)
Data Scientist-Refrigeration,Midea,"Louisville, KY","Power BI, Microsoft Excel, Data mining, Social media management, Data analysis skills","master, degree, bachelor",1-2 years,N/A,$50K - $93K (Glassdoor est.)
Data Scientist,Rev.io,Remote,"TensorFlow, Computer science, Azure, R, Machine learning","education, degree, bachelor","21 years, 3+ years",N/A,N/A
Arity - Lead Data Scientist - AdTech/RTB,Allstate,United States,"TensorFlow, Big data, Spark, Machine learning, Distributed systems","graduate, master, degree, phd, associate","90 years, 5+ years, 5 years",N/A,$122K - $207K (Employer est.)
Senior Data Scientist,"T.D. Williamson, Inc.","Salt Lake City, UT","TensorFlow, Computer science, Signal processing, Customer service, Visual Studio","degree, bachelor","0-3 years, 5-10 years",N/A,$110K - $154K (Glassdoor est.)
TikTok Shop - Data Scientist,TikTok,"Seattle, WA","Statistics, R, E-commerce, SQL, Data science","phd, degree, bachelor",5 years,N/A,$168K - $313K (Employer est.)
Jr Statistician - Surgery,UCLA Health,"Los Angeles, CA","Statistical software, Statistics, SAS, R, Microsoft Office","education, degree, bachelor",1-2 years,N/A,$32.95 - $67.53 Per Hour (Employer est.)
GEN AI Data Scientist,Tek Ninjas,Texas,"TensorFlow, Computer science, Azure, Spark, Google Cloud Platform",degree,2 years,N/A,N/A
"Data Scientist, Legal",Meta,"New York, NY","Computer science, R, Apache Hive, SQL, C","master, degree, bachelor",3+ years,N/A,$124K - $176K (Employer est.)
Princ Data Scientist,Microsoft,"Cambridge, MA","Data science, Debugging","master, degree, bachelor",3+ years,N/A,$138K - $294K (Employer est.)
Data Scientist,Celink,Oklahoma,"Jira, TensorFlow, Statistics, Power BI, Data analysis skills","master, degree, bachelor",3+ years,N/A,N/A
Senior Data Scientist,Camber Health,"New York, NY","Data analysis skills, SQL, Data science, Juniper",N/A,5+ years,N/A,$160K - $180K (Employer est.)
Data Scientist I,Fluor Corporation,"Houston, TX","DevOps, R, Git, Java, SQL","graduate, master, education, degree, bachelor, phd",relevant years,entry level,$68K - $118K (Employer est.)
Data Scientist - AI Trainer,Outlier Ai,"Worcester, MA",Math,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist- Senior,Celestar Corporation,"Fort Meade, MD","Power BI, R, Tableau, Machine learning, AI","master, degree, bachelor","12 years, 2 years, 5 years, 17 years",N/A,$175K (Employer est.)
AI/LLM Engineer (remote),Safe Sign Technologies,"Cambridge, MA","TensorFlow, Computer science, Research, Machine learning, Deep learning","phd, master, degree, bachelor",several years,N/A,$150K (Employer est.)
Senior Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, Google Cloud Platform","master, degree",6+ years,N/A,$121K - $157K (Glassdoor est.)
Principal Data Scientist,Capital One,"McLean, VA","Relational databases, Spark, R, Data analysis skills, Databases","master, education, degree, bachelor, phd, associate","few years, 3 years, 5 years",N/A,N/A
Manager Data Science,Capital One,"Richmond, VA","Relational databases, Spark, R, Data analysis skills, Databases","master, education, degree, bachelor, phd, associate","4 years, 3 years, 2 years, few years, 6 years",N/A,N/A
AI Analyst,Antimo,Remote,"TensorFlow, Azure, R, Data analysis skills, Google Cloud Platform","degree, bachelor",N/A,N/A,$150K - $180K (Employer est.)
Data Scientist,"T-Mobile USA, Inc.","Bellevue, WA","Statistics, Data mining, Calculus, R, SQL","master, certification, education, degree, bachelor","18 years, 2-4 years",N/A,$86K - $156K (Employer est.)
"Technology Vice President, Artificial Intelligence",General Dynamics Information Technology,"Falls Church, VA","Computer science, Proposal writing, Machine learning, Data analytics, Technical writing","education, master, degree, certification","+ years, 10+ years",N/A,$247K - $334K (Employer est.)
AI/ML Applied Scientist II,Infinia ML,"Durham, NC","Google Cloud Platform, AWS, Machine learning, Natural language processing, Software development",degree,"3+ years, 5+ years",N/A,$56K - $87K (Glassdoor est.)
Data Scientist,Apple,"Sunnyvale, CA","Computer vision, Data analysis skills, SQL, AWS, Analysis skills","education, degree, bachelor",N/A,N/A,$122K - $184K (Employer est.)
Data Scientist,Software Bloc,"Plano, TX","Computer science, Azure, R, SQL, AWS","degree, bachelor",3+ years,N/A,N/A
Sr. Data Scientist,General Mills,"Minneapolis, MN","Power BI, Microsoft Access, Data mining, Tableau, Databases","education, master, degree, certification","2 years, (2) years",N/A,$136K - $178K (Employer est.)
Data Scientist,NextGen Healthcare,Georgia,"TensorFlow, Computer vision, ICD coding, Software deployment, Data structures","education, degree, bachelor",N/A,N/A,N/A
Data Scientist (L5) - Games Product Measurement Research,Netflix,Remote,"Host/hostess experience, Analysis skills, Experimental design, Communication skills, Python",degree,5+ years,N/A,$170K - $720K (Employer est.)
Data Scientist (L6) - Member Economics,Netflix,Remote,"Host/hostess experience, SQL, Machine learning, Mentoring, Leadership",N/A,N/A,N/A,$400K - $960K (Employer est.)
Supply Chain Data Scientist,Treehouse Foods,Remote,"TensorFlow, Power BI, Data mining, Relational databases, Tableau","education, degree, bachelor",more years,N/A,$126K - $145K (Employer est.)
Senior Data Scientist - Applied AI,TikTok,"San Jose, CA","TensorFlow, CI/CD, Statistics, Data modeling, Spark",N/A,1-3 years,N/A,$144K - $201K (Glassdoor est.)
AVP AI and Data Engineering,The Hartford,"Chicago, IL","Data mining, Customer service, Spark, Google Cloud Platform, AWS",master,"15+ years, 2+ years",N/A,$182K - $273K (Employer est.)
Sr Data Scientist,The Hartford,"Chicago, IL","R, Git, Databases, SQL, Machine learning",master,5+ years,N/A,$111K - $166K (Employer est.)
GEOINT Data Scientist,ManTech,"Tampa, FL","Statistical software, Data mining, Writing skills, Regression analysis, Intelligence experience","master, certification, education, degree, bachelor, phd, associate","2 years, 10+ years, 3 years, 0.5 years",N/A,$84K - $117K (Glassdoor est.)
Data Scientist,Foursquare,"Seattle, WA","Data structures, Research, SQL, Machine learning, Predictive analytics",phd,"3+ years, set, years",N/A,$135K - $180K (Employer est.)
"Data Scientist, Product Analytics",Meta,Remote,"Data mining, R, SQL, Machine learning, Quantitative analysis","ph.d, master, degree, bachelor",2+ years,N/A,$114K - $171K (Employer est.)
Gen AI Data Scientist / Sr Data Scientist,The Hartford,"Hartford, CT","Cloud architecture, Git, OOP, Natural language processing, Agile",N/A,N/A,N/A,$90K - $166K (Employer est.)
AI Data Scientist,Pivotal,"San Francisco, CA","TensorFlow, Computer science, Relational databases, Data analysis skills, English",N/A,N/A,N/A,$175K - $220K (Employer est.)
Data Scientist,Stefanini Global,"Wyandotte, MI","Power BI, Data modeling, Machine learning, Organizational skills, APIs","degree, bachelor",N/A,N/A,$45.00 - $47.00 Per Hour (Employer est.)
Senior Data Scientist - Applied AI (Community Index),TikTok,"San Jose, CA","TensorFlow, CI/CD, Statistics, Data modeling, Spark",N/A,1-3 years,N/A,$175K - $320K (Employer est.)
Machine Learning Engineer (L4/5) - Studio Media Algorithms,Netflix,Remote,"TensorFlow, Cloud infrastructure, Computer vision, Research, Host/hostess experience",N/A,N/A,N/A,$150K - $750K (Employer est.)
Manager-Analytics,Penske Truck Leasing and Logistics,"Reading, PA","TensorFlow, Big data, Software deployment, Spark, Google Cloud Platform","phd, associate, master, degree",5 years,N/A,$84K - $126K (Glassdoor est.)
Data Scientist,Vivo,"San Mateo, CA","Power BI, Management, Spark, Tableau, SQL",phd,4+ years,senior level,$80.00 - $90.00 Per Hour (Employer est.)
Sr. Data Scientist II,Pacific Life,"Newport Beach, CA","TensorFlow, Underwriting, SQL, Machine learning, Communication skills","master, ph.d",(8+ years,N/A,$120K - $154K (Glassdoor est.)
Conversational AI Developer,Vagaro,"Pleasanton, CA","TensorFlow, Management, Analysis skills, Sentiment analytics, Machine learning",master,3+ years,N/A,$90K - $120K (Employer est.)
FBI Special Agent: Advanced Data & Intelligence Expertise,Federal Bureau of Investigation,United States,"Data mining, R, Analysis skills, Machine learning, Intelligence analysis","master, associate, education, degree",N/A,N/A,$99K - $128K (Employer est.)
Data Scientist,redShift Recruiting LLC,"Albany, NY","Azure, SAS, R, Enterprise architecture, Statistical analysis","education, master, degree","3+ years, 4-8 years, 4 years, 100 years",N/A,$100K - $130K (Employer est.)
NLP Data Scientist,Brilliant Staffing LLC,"Chicago, IL","SQL, Project management, Sentiment analytics, Machine learning, Natural language processing","education, master, ph.d",3 years,N/A,$170K - $185K (Employer est.)
Statistician,Sciome LLC,"Research Triangle Park, NC","MATLAB, Data mining, SAS, Writing skills, R","phd, master, education, degree",2 years,N/A,$33.00 - $39.00 Per Hour (Employer est.)
AI Solutions Engineer,Amica Mutual Insurance Company,"Lincoln, RI","TensorFlow, Kanban, Java, AWS, Analysis skills","education, master, degree, bachelor","3+ years, 40 years",N/A,$91K - $128K (Glassdoor est.)
Senior Data Scientist - Marketing Analytics - Hybrid,Unum,"Atlanta, GA","Data mining, Customer service, DevOps, Change management, SQL","phd, master, education, bachelor",6+ years,N/A,$89K - $184K (Employer est.)
Senior Data Scientist,Dropbox,Remote,"SQL, Statistical analysis, Analysis skills, Organizational skills, AI",bachelor,"2+ years, 5-8+ years",N/A,N/A
Data Scientist,Waymo,"San Francisco, CA","R, Data analysis skills, SQL, Machine learning, Deep learning","phd, education, degree",3+ years,N/A,$158K - $200K (Employer est.)
Data Scientist III,FedEx Dataworks,"Memphis, TN","TensorFlow, CI/CD, Power BI, Customer service, Software deployment","phd, education, degree",3+ years,N/A,$9K (Employer est.)
Lead Data Scientist,Salesforce,"Chicago, IL","Data mining, Spark, SQL, Machine learning, Attribution modeling","education, master, degree",(3) years,N/A,$167K - $253K (Employer est.)
Data Scientist (Volunteer),Center for Societal Aspiration,United States,"Power BI, R, Google Cloud Platform, Tableau, SQL",N/A,N/A,N/A,$1 (Employer est.)
Senior Data Scientist,Eon Health,"Denver, CO","Computer science, Anatomy knowledge, Data structures, SQL, Machine learning","graduate, degree","2+ years, 3+ years, 10+ years, 5+ years",N/A,$152K - $172K (Employer est.)
"Data Scientist, Legal",Meta,"Chicago, IL","Computer science, R, Apache Hive, SQL, C","graduate, degree","2+ years, 3+ years, 10+ years, 5+ years",N/A,$124K - $176K (Employer est.)
Junior AI Prompt Engineer (Contract),Hippocratic AI,"Palo Alto, CA","Django, AI, Python, Spring","degree, bachelor",N/A,N/A,$90K - $155K (Glassdoor est.)
Data Scientist,Point72,"Stamford, NY","Power BI, R, Data analysis skills, Tableau, Databases","education, master, degree, bachelor","5 years, 30 years",mid-level,$180K - $210K (Employer est.)
Law Expertise Sought for AI Training - AI Trainer,Outlier Ai,"Corpus Christi, TX",English,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Data Scientist,Render,United States,"SQL, C, PostgreSQL, User research, Leadership",associate,"five years, four years",N/A,$170K - $200K (Employer est.)
Sr Data Scientist,Kaizen Analytix,"Atlanta, GA","Operations research, MATLAB, Data modeling, Data mining, SAS","phd, master, education, degree",3 years,N/A,$40.00 - $50.00 Per Hour (Employer est.)
Data Scientist,Caterpillar,"Chicago, IL","Power BI, Sage, Data mining, NoSQL, Git","associate, master, degree",N/A,N/A,$96K - $155K (Employer est.)
Healthcare Outcomes Data Scientist,HireIO,"Mountain View, CA","Crystal Reports, Data modeling, R, Tableau, SQL","associate, master, degree",(2+ years,N/A,$100K (Employer est.)
Graduate Research Assistant - AI/NLP Specialist for QEP Initiative,University of the Incarnate Word,"San Antonio, TX","TensorFlow, Qualitative research, Research, Machine learning, Natural language processing","associate, master, degree",(2+ years,N/A,$15.00 Per Hour (Employer est.)
Data Scientist Associate,Vanderbilt University Medical Center,"Nashville, TN","Research, Machine learning, Continuous improvement, AI, Leadership","master, education",3 years,N/A,N/A
"Assistant Project Scientist, Data Center Sustainability Analysis in the Bren School of Environmental Science and Management",University of California Santa Barbara,"Santa Barbara, CA","ArcGIS, Statistics, EPA, Data center experience, R","degree, associate, ph.d",seven years,N/A,$76K - $88K (Employer est.)
Fully Remote Data Scientist,Zachary Piper LLC,"Dayton, OH","Big data, Apache Hive, MongoDB, Machine learning, Data science","master, degree, bachelor",7+ years,N/A,$130K - $145K (Employer est.)
Data Scientist,State of Connecticut - Department of Insurance,"Hartford, CT","Statistical software, Statistics, Research, Statistical analysis, Analysis skills","master, certification, education, degree, ph.d, associate, diploma",N/A,N/A,$105K - $136K (Employer est.)
(REMOTE) Data Scientist,"General Dynamics Mission Systems, Inc",Remote,"TensorFlow, Kubernetes, DevOps, Git, Docker","master, certification, education, degree, bachelor","5+ years, 3 years",N/A,$126K - $139K (Employer est.)
Data Scientist - Business Process Re-Engineering,Apple,"Austin, TX","Machine learning, Data science, Communication skills, Analytics",master,N/A,N/A,$138K - $175K (Glassdoor est.)
Data Scientist,Shipt,Alabama,"R, Marketing mix modeling, Tableau, SQL, Digital marketing",N/A,N/A,N/A,$74K - $167K (Employer est.)
"Data Scientist, United States - BCG X",Boston Consulting Group,"San Francisco, CA","DevOps, Project management, Machine learning, Software development, AI",N/A,N/A,N/A,$110K - $190K (Employer est.)
Data Scientist / ML Architect @Deep Learning Analytics,"General Dynamics Mission Systems, Inc","Scottsdale, AZ","TensorFlow, Kubernetes, DevOps, Git, Docker","certification, master, degree, bachelor",2+ years,N/A,$112K - $124K (Employer est.)
Data Scientist,CARFAX,"Columbia, MO","Statistics, Data mining, Spark, R, SQL","master, degree",4+ years,N/A,$88K - $128K (Glassdoor est.)
Data Scientist- Principal,"Clutch Group, Inc.","Jersey City, NJ","Statistics, Computer science, Power BI, Data mining, R","master, degree",4+ years,N/A,$220K - $250K (Employer est.)
Data Scientist,Astrix Technology Group,"Bethesda, MD","Statistics, Data mining, SAS, Machine learning, Communication skills","degree, master, ph.d","(3) years, (5) years",N/A,$85K - $115K (Employer est.)
Marketing Analytics - Data Scientist II - Hybrid,Unum,"Columbia, SC","Statistics, Data mining, DB2, Customer service, DevOps","master, education, bachelor",4+ years,N/A,$73K - $151K (Employer est.)
Sr. Data Scientist,Worldpay,"Cincinnati, OH","Computer science, Cloud infrastructure, R, SQL, AWS","graduate, associate, education, degree",5+ years,N/A,$108K - $136K (Glassdoor est.)
Sr. Data Scientist,Pacific Life,"Newport Beach, CA","TensorFlow, Azure, Data mining, Software deployment, R","master, ph.d",5+ years,N/A,$148K - $181K (Employer est.)
Senior Data Analyst,US Renal Care,"Plano, TX","Microsoft Powerpoint, Power BI, Microsoft Excel, Microsoft Outlook, Dialysis","master, degree",(4+) years,N/A,N/A
Principal Data Scientist (Credit Risk),Navy Federal Credit Union,"Vienna, VA","Statistics, Data mining, SAS, R, Research","phd, master, degree, bachelor",6+ years,N/A,$131K - $204K (Employer est.)
Sr Data Scientist,Dexcom,Remote,"SAS, R, Google Cloud Platform, SQL, Analysis skills","master, education, degree, bachelor, phd, associate","25 years, 2-4 years, 5-7 years, 8-12 years",N/A,$117K - $194K (Employer est.)
Data Scientist,Iron EagleX,"Tampa, FL","Jira, CI/CD, CSS, React, C#","master, certification, education, degree, bachelor",N/A,N/A,$89K - $123K (Glassdoor est.)
Data Scientist,Intone Networks,"Malvern, PA",Data warehouse,N/A,N/A,N/A,$55.00 - $58.00 Per Hour (Employer est.)
Data Scientist II,Remitly,"Seattle, WA","Power BI, R, Data analysis skills, Tableau, SQL","education, degree",more years,N/A,$168K - $200K (Employer est.)
AI Agent Data Scientist for an early stage Legal AI startup,Salego,Remote,AI,N/A,N/A,N/A,$100K (Employer est.)
"Data Scientist - Atlanta, GA",Home Depot / THD,"Atlanta, GA","Microsoft Powerpoint, Statistics, Microsoft Excel, Data mining, Business intelligence","master, certification, education, degree, bachelor","eighteen years, preferred years, minimum years, additional years, 4+ years",N/A,$87K - $149K (Glassdoor est.)
Data Scientist,Booz Allen,"Fort Meade, MD","Statistics, Operations research, R, Analysis skills, Math","master, certification, education, degree, bachelor","eighteen years, preferred years, minimum years, additional years, 4+ years",N/A,$76K - $172K (Employer est.)
Data Scientist,Salesforce,"San Francisco, CA","TensorFlow, Research, Machine learning, Deep learning, Natural language processing","phd, master, degree","2-3 years, 2+ years",N/A,$126K - $276K (Employer est.)
DATA SCIENTIST,LeverX Group,Georgia,"TensorFlow, CI/CD, Software deployment, Spark, System architecture","degree, bachelor",2 years,N/A,N/A
Machine Learning Signal Processing Engineer,Leidos,"Ann Arbor, MI","Computer science, MATLAB, Signal processing, Computer vision, Electronic warfare","education, master, degree, bachelor",2+ years,N/A,$68K - $122K (Employer est.)
Data Scientist - Fraud Detection,DataVisor,"Mountain View, CA","Data mining, Big data, Data structures, Spark, Research","education, master, degree, bachelor",2+ years,N/A,$110K - $150K (Employer est.)
Data Scientist,Medicalink Recruiters,"Fort Meade, MD","TensorFlow, Statistics, Writing skills, R, Microsoft Office","education, master, degree, bachelor",3 years,N/A,$151K - $180K (Employer est.)
DATA SCIENTIST ASSISTANT,"University of Alabama, Birmingham","Birmingham, AL","Power BI, Microsoft Excel, Software troubleshooting, R, Data analysis skills","education, degree, bachelor",N/A,N/A,$70K - $114K (Employer est.)
"Data Scientist, Omics, Statistics",MD Anderson Cancer Center,"Houston, TX","Analysis skills, Software development, Bioinformatics","master, education, degree, bachelor, phd","one years, three years",N/A,$129K - $155K (Employer est.)
Physics Expertise Sought for AI Training - AI Trainer,Outlier Ai,"Boise, ID",English,"phd, degree, bachelor",N/A,N/A,$30.00 - $50.00 Per Hour (Employer est.)
Postdoc Research Associate: Data Scientist,Savannah River National Laboratory,"Aiken, SC","Machine learning, Continuous integration, Unit testing, Cybersecurity, AI","phd, associate, doctor",N/A,N/A,$84K - $134K (Glassdoor est.)
Senior Data Scientist,Newmark,"Chicago, IL","Power BI, Microsoft Excel, Data analysis skills, SQL, Analysis skills","phd, associate, doctor",N/A,N/A,$200K - $250K (Employer est.)
AI/ML Applied Data Scientist - Generative AI,SAP,"Newport Beach, CA","TensorFlow, Management, ERP systems, Machine learning, Deep learning","phd, education, master, degree",3+ years,N/A,$67K - $119K (Glassdoor est.)
Associate Data Scientist,"Williams-Sonoma, Inc.","San Francisco, CA","Power BI, Microsoft Excel, Data mining, Management, Marketing mix modeling","associate, degree","2+ years, (1+ years",N/A,$80K - $90K (Employer est.)
Data Scientist - Innovation,TraceGains,"Broomfield, CO","Ontology, Statistics, Power BI, Management, Big data","associate, degree","2+ years, (1+ years",N/A,$118K - $137K (Employer est.)
Cleared Data Scientist,Noblis,"Chantilly, VA","Jira, TensorFlow, Elasticsearch, Azure, Management","education, degree, certification",3+ years,N/A,$89K - $138K (Employer est.)
Senior Data Scientist | Commodities,Macquarie Group Limited,"Houston, TX","Power BI, Google Cloud Platform, AWS, Data analytics, Data visualization","phd, associate, master, bachelor","55 years, 5+ years",N/A,$112K - $162K (Glassdoor est.)
"Data Scientist, United States - BCG X",Boston Consulting Group,"Manhattan Beach, CA","DevOps, Project management, Machine learning, Software development, AI",N/A,N/A,N/A,$110K - $190K (Employer est.)
NCEAS Environmental Data Science Training Program Manager,University of California Santa Barbara,"Santa Barbara, CA","Curriculum development, Scientific research, R, Data analysis skills, Git","graduate, master, degree, bachelor, b.s., b.a.","seven years, more years, 30 years",N/A,$70K - $80K (Employer est.)
Data Scientist- Senior,Celestar Corporation,"Fort Meade, MD","Power BI, R, Tableau, Machine learning, AI","master, degree, bachelor","12 years, 2 years, 5 years, 17 years",N/A,$175K (Employer est.)
Integrative Data Scientist in Research,Vertex Pharmaceuticals,"Boston, MA","Statistics, R, Databases, SQL, Machine learning",phd,4-7 years,N/A,$99K - $146K (Glassdoor est.)
"ADC Engineer II, AI/ML ADC","Amazon Development Center U.S., Inc.","Denver, CO","Computer science, System administration, System design, Process improvement, Windows",degree,3+ years,N/A,$105K (Employer est.)
Senior Data Scientist,ManTech,"Chantilly, VA","Azure, Relational databases, Data analysis skills, Databases, SQL",degree,3+ years,N/A,$122K - $164K (Glassdoor est.)
